Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Altitude,Country,Last Updated,LSOA Code,LSOA Name
B6 7AL,52.519294,-1.878964,408310,291275,SP083912,Aston,"Birmingham, unparished area",100,England,07/03/2023,E01008915,Birmingham 030A
B6 7AN,52.518178,-1.877744,408393,291151,SP083911,Aston,"Birmingham, unparished area",102,England,07/03/2023,E01008915,Birmingham 030A
B6 7AP,52.522816,-1.888013,407695,291666,SP076916,Perry Barr,"Birmingham, unparished area",95,England,07/03/2023,E01009239,Birmingham 033F
B6 7AQ,52.52073,-1.878748,408324,291435,SP083914,Perry Barr,"Birmingham, unparished area",98,England,07/03/2023,E01009239,Birmingham 033F
B6 7AR,52.517332,-1.879568,408269,291057,SP082910,Aston,"Birmingham, unparished area",98,England,07/03/2023,E01008915,Birmingham 030A
B6 7AS,52.51587,-1.879975,408242,290894,SP082908,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008915,Birmingham 030A
B6 7AT,52.525131,-1.884263,407949,291924,SP079919,Perry Barr,"Birmingham, unparished area",101,England,07/03/2023,E01009239,Birmingham 033F
B6 7AU,52.526185,-1.886427,407802,292041,SP078920,Perry Barr,"Birmingham, unparished area",102,England,07/03/2023,E01009239,Birmingham 033F
B6 7AW,52.518396,-1.879364,408283,291175,SP082911,Aston,"Birmingham, unparished area",99,England,07/03/2023,E01008915,Birmingham 030A
B6 7AX,52.519106,-1.882098,408097,291254,SP080912,Perry Barr,"Birmingham, unparished area",95,England,07/03/2023,E01009239,Birmingham 033F
B6 7AY,52.52264,-1.882899,408042,291647,SP080916,Perry Barr,"Birmingham, unparished area",98,England,07/03/2023,E01009239,Birmingham 033F
B6 7BB,52.520319,-1.8877,407717,291388,SP077913,Perry Barr,"Birmingham, unparished area",95,England,07/03/2023,E01009239,Birmingham 033F
B6 7BE,52.513925,-1.87915,408298,290678,SP082906,Aston,"Birmingham, unparished area",96,England,07/03/2023,E01008915,Birmingham 030A
B6 7BG,52.513754,-1.876312,408491,290659,SP084906,Aston,"Birmingham, unparished area",97,England,07/03/2023,E01008915,Birmingham 030A
B6 7BH,52.51577,-1.872735,408733,290884,SP087908,Aston,"Birmingham, unparished area",101,England,07/03/2023,E01008915,Birmingham 030A
B6 7BL,52.51482,-1.872433,408754,290778,SP087907,Aston,"Birmingham, unparished area",100,England,07/03/2023,E01008915,Birmingham 030A
B6 7BN,52.516349,-1.87652,408476,290948,SP084909,Aston,"Birmingham, unparished area",98,England,07/03/2023,E01008915,Birmingham 030A
B6 7BP,52.517475,-1.878433,408346,291073,SP083910,Aston,"Birmingham, unparished area",100,England,07/03/2023,E01008915,Birmingham 030A
B6 7BS,52.517074,-1.878572,408337,291028,SP083910,Aston,"Birmingham, unparished area",99,England,07/03/2023,E01008915,Birmingham 030A
B6 7BT,52.515525,-1.876572,408473,290856,SP084908,Aston,"Birmingham, unparished area",97,England,07/03/2023,E01008915,Birmingham 030A
B6 7BU,52.514051,-1.876679,408466,290692,SP084906,Aston,"Birmingham, unparished area",97,England,07/03/2023,E01008915,Birmingham 030A
B6 7BX,52.514412,-1.877533,408408,290732,SP084907,Aston,"Birmingham, unparished area",97,England,07/03/2023,E01008915,Birmingham 030A
B6 7BY,52.514226,-1.880878,408181,290711,SP081907,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008915,Birmingham 030A
B6 7DA,52.515737,-1.87527,408561,290880,SP085908,Aston,"Birmingham, unparished area",99,England,07/03/2023,E01008915,Birmingham 030A
B6 7DB,52.516114,-1.874988,408580,290922,SP085909,Aston,"Birmingham, unparished area",99,England,07/03/2023,E01008915,Birmingham 030A
B6 7DD,52.516345,-1.878279,408357,290947,SP083909,Aston,"Birmingham, unparished area",98,England,07/03/2023,E01008915,Birmingham 030A
B6 7DF,52.51048,-1.875127,408572,290295,SP085902,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7DG,52.510898,-1.878751,408326,290341,SP083903,Aston,"Birmingham, unparished area",93,England,07/03/2023,E01008916,Birmingham 037E
B6 7DH,52.512292,-1.879454,408278,290496,SP082904,Aston,"Birmingham, unparished area",94,England,07/03/2023,E01008899,Birmingham 037A
B6 7DJ,52.512904,-1.880057,408237,290564,SP082905,Aston,"Birmingham, unparished area",94,England,07/03/2023,E01008915,Birmingham 030A
B6 7DL,52.5131,-1.878347,408353,290586,SP083905,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008915,Birmingham 030A
B6 7DN,52.512953,-1.875901,408519,290570,SP085905,Aston,"Birmingham, unparished area",96,England,07/03/2023,E01008915,Birmingham 030A
B6 7DP,52.513242,-1.876357,408488,290602,SP084906,Aston,"Birmingham, unparished area",96,England,07/03/2023,E01008915,Birmingham 030A
B6 7DQ,52.510016,-1.878444,408347,290243,SP083902,Aston,"Birmingham, unparished area",94,England,07/03/2023,E01008916,Birmingham 037E
B6 7DR,52.51337,-1.879009,408308,290616,SP083906,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008915,Birmingham 030A
B6 7DS,52.513723,-1.880718,408192,290655,SP081906,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008915,Birmingham 030A
B6 7DT,52.512919,-1.880509,408206,290566,SP082905,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008915,Birmingham 030A
B6 7DU,52.512568,-1.877347,408421,290527,SP084905,Aston,"Birmingham, unparished area",96,England,07/03/2023,E01008899,Birmingham 037A
B6 7DX,52.512151,-1.877107,408437,290481,SP084904,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7DY,52.512539,-1.874827,408592,290524,SP085905,Aston,"Birmingham, unparished area",94,England,07/03/2023,E01008899,Birmingham 037A
B6 7EA,52.513411,-1.874692,408601,290621,SP086906,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7EB,52.509863,-1.872664,408739,290227,SP087902,Aston,"Birmingham, unparished area",94,England,07/03/2023,E01008899,Birmingham 037A
B6 7ED,52.511951,-1.874912,408586,290459,SP085904,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7EE,52.510707,-1.876748,408462,290320,SP084903,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7EF,52.511083,-1.875037,408578,290362,SP085903,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7EG,52.507357,-1.874218,408634,289948,SP086899,Nechells,"Birmingham, unparished area",97,England,07/03/2023,E01008899,Birmingham 037A
B6 7EP,52.513866,-1.883129,408028,290671,SP080906,Perry Barr,"Birmingham, unparished area",95,England,07/03/2023,E01009239,Birmingham 033F
B6 7EQ,52.511629,-1.875753,408529,290423,SP085904,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7ES,52.517877,-1.891111,407486,291116,SP074911,Perry Barr,"Birmingham, unparished area",98,England,07/03/2023,E01009239,Birmingham 033F
B6 7EU,52.515483,-1.892084,407420,290850,SP074908,Perry Barr,"Birmingham, unparished area",94,England,07/03/2023,E01009239,Birmingham 033F
B6 7EX,52.515495,-1.8817,408125,290852,SP081908,Perry Barr,"Birmingham, unparished area",95,England,07/03/2023,E01009239,Birmingham 033F
B6 7EY,52.51944,-1.880746,408189,291291,SP081912,Perry Barr,"Birmingham, unparished area",97,England,07/03/2023,E01009239,Birmingham 033F
B6 7EZ,52.510336,-1.877687,408398,290279,SP083902,Aston,"Birmingham, unparished area",93,England,07/03/2023,E01008899,Birmingham 037A
B6 7FD,52.514471,-1.874527,408612,290739,SP086907,Aston,"Birmingham, unparished area",98,England,07/03/2023,E01008899,Birmingham 037A
B6 7FE,52.507674,-1.868442,409026,289984,SP090899,Nechells,"Birmingham, unparished area",98,England,07/03/2023,E01008899,Birmingham 037A
B6 7FF,52.506839,-1.878183,408365,289890,SP083898,Aston,"Birmingham, unparished area",99,England,07/03/2023,E01008899,Birmingham 037A
B6 7FG,52.525715,-1.883687,407988,291989,SP079919,Perry Barr,"Birmingham, unparished area",99,England,07/03/2023,E01009232,Birmingham 022D
B6 7FH,52.50674,-1.869314,408967,289880,SP089898,Nechells,"Birmingham, unparished area",100,England,07/03/2023,E01008899,Birmingham 037A
B6 7HE,52.523981,-1.881397,408144,291796,SP081917,Perry Barr,"Birmingham, unparished area",100,England,07/03/2023,E01009232,Birmingham 022D
B6 7HG,52.523315,-1.880957,408174,291722,SP081917,Perry Barr,"Birmingham, unparished area",103,England,07/03/2023,E01009232,Birmingham 022D
B6 7HH,52.524449,-1.882074,408098,291848,SP080918,Perry Barr,"Birmingham, unparished area",101,England,07/03/2023,E01009232,Birmingham 022D
B6 7HL,52.509022,-1.876526,408477,290133,SP084901,Aston,"Birmingham, unparished area",93,England,07/03/2023,E01008916,Birmingham 037E
B6 7HN,52.514726,-1.877119,408436,290767,SP084907,Aston,"Birmingham, unparished area",97,England,07/03/2023,E01008915,Birmingham 030A
B6 7HS,52.509673,-1.876412,408485,290205,SP084902,Aston,"Birmingham, unparished area",94,England,07/03/2023,E01008899,Birmingham 037A
B6 7JF,52.512191,-1.877893,408384,290485,SP083904,Aston,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7JJ,52.512204,-1.872559,408746,290487,SP087904,Aston,"Birmingham, unparished area",94,England,07/03/2023,E01008899,Birmingham 037A
B6 7JR,52.514692,-1.879404,408281,290763,SP082907,Aston,"Birmingham, unparished area",97,England,07/03/2023,E01008915,Birmingham 030A
B6 7JU,52.506984,-1.875712,408533,289906,SP085899,Nechells,"Birmingham, unparished area",98,England,07/03/2023,E01008899,Birmingham 037A
B6 7LA,52.506703,-1.873414,408689,289875,SP086898,Nechells,"Birmingham, unparished area",98,England,07/03/2023,E01008899,Birmingham 037A
B6 7LG,52.507569,-1.871359,408828,289972,SP088899,Nechells,"Birmingham, unparished area",98,England,07/03/2023,E01008899,Birmingham 037A
B6 7LP,52.506095,-1.871761,408801,289808,SP088898,Nechells,"Birmingham, unparished area",97,England,07/03/2023,E01008899,Birmingham 037A
B6 7LZ,52.503943,-1.873113,408710,289568,SP087895,Nechells,"Birmingham, unparished area",99,England,07/03/2023,E01008899,Birmingham 037A
B6 7NA,52.504758,-1.873946,408653,289659,SP086896,Nechells,"Birmingham, unparished area",99,England,07/03/2023,E01008899,Birmingham 037A
B6 7NB,52.505077,-1.87501,408581,289694,SP085896,Nechells,"Birmingham, unparished area",99,England,07/03/2023,E01008899,Birmingham 037A
B6 7NH,52.506088,-1.878411,408350,289806,SP083898,Nechells,"Birmingham, unparished area",103,England,07/03/2023,E01008899,Birmingham 037A
B6 7NP,52.503706,-1.873949,408653,289542,SP086895,Nechells,"Birmingham, unparished area",100,England,07/03/2023,E01008901,Birmingham 037C
B6 7NR,52.503862,-1.873688,408671,289559,SP086895,Nechells,"Birmingham, unparished area",99,England,07/03/2023,E01008901,Birmingham 037C
B6 7NU,52.504295,-1.874526,408614,289607,SP086896,Nechells,"Birmingham, unparished area",100,England,07/03/2023,E01008899,Birmingham 037A
B6 7NX,52.504338,-1.876053,408510,289612,SP085896,Nechells,"Birmingham, unparished area",104,England,07/03/2023,E01008901,Birmingham 037C
B6 7NY,52.504827,-1.875851,408524,289666,SP085896,Nechells,"Birmingham, unparished area",102,England,07/03/2023,E01008899,Birmingham 037A
B6 7NZ,52.504933,-1.877275,408427,289678,SP084896,Nechells,"Birmingham, unparished area",95,England,07/03/2023,E01008901,Birmingham 037C
B6 7PN,52.503377,-1.87363,408675,289505,SP086895,Nechells,"Birmingham, unparished area",100,England,07/03/2023,E01008901,Birmingham 037C
B6 7PR,52.50428,-1.872076,408780,289606,SP087896,Nechells,"Birmingham, unparished area",98,England,07/03/2023,E01008899,Birmingham 037A
B6 7PT,52.504962,-1.871234,408837,289682,SP088896,Nechells,"Birmingham, unparished area",96,England,07/03/2023,E01008899,Birmingham 037A
B6 7PU,52.505008,-1.872059,408781,289687,SP087896,Nechells,"Birmingham, unparished area",97,England,07/03/2023,E01008899,Birmingham 037A
B6 7QA,52.505456,-1.871085,408847,289737,SP088897,Nechells,"Birmingham, unparished area",96,England,07/03/2023,E01008899,Birmingham 037A
B6 7QE,52.506732,-1.8673,409104,289879,SP091898,Nechells,"Birmingham, unparished area",95,England,07/03/2023,E01008899,Birmingham 037A
B6 7QH,52.505626,-1.869877,408929,289756,SP089897,Nechells,"Birmingham, unparished area",96,England,07/03/2023,E01008899,Birmingham 037A
B6 7QP,52.503381,-1.872285,408766,289506,SP087895,Nechells,"Birmingham, unparished area",99,England,07/03/2023,E01008899,Birmingham 037A
B6 7QT,52.502734,-1.869743,408939,289434,SP089894,Nechells,"Birmingham, unparished area",100,England,07/03/2023,E01009203,Birmingham 043C
B6 7QX,52.503578,-1.87112,408845,289528,SP088895,Nechells,"Birmingham, unparished area",96,England,07/03/2023,E01008899,Birmingham 037A
B6 7QY,52.500491,-1.873196,408705,289184,SP087891,Nechells,"Birmingham, unparished area",99,England,07/03/2023,E01009203,Birmingham 043C
B6 7RA,52.503115,-1.872231,408770,289476,SP087894,Nechells,"Birmingham, unparished area",99,England,07/03/2023,E01008899,Birmingham 037A
B6 7RD,52.502442,-1.874031,408648,289401,SP086894,Nechells,"Birmingham, unparished area",102,England,07/03/2023,E01008899,Birmingham 037A
B6 7RT,52.50407,-1.869056,408985,289583,SP089895,Nechells,"Birmingham, unparished area",95,England,07/03/2023,E01009203,Birmingham 043C
B6 7RU,52.503442,-1.867708,409077,289513,SP090895,Nechells,"Birmingham, unparished area",98,England,07/03/2023,E01009203,Birmingham 043C
B6 7SE,52.505382,-1.865551,409223,289729,SP092897,Nechells,"Birmingham, unparished area",93,England,07/03/2023,E01009202,Birmingham 043B
B6 7SH,52.505437,-1.866818,409137,289735,SP091897,Nechells,"Birmingham, unparished area",94,England,07/03/2023,E01009202,Birmingham 043B
B6 7SJ,52.506349,-1.865558,409222,289837,SP092898,Nechells,"Birmingham, unparished area",93,England,07/03/2023,E01009202,Birmingham 043B
B6 7SP,52.508173,-1.861373,409506,290040,SP095900,Nechells,"Birmingham, unparished area",92,England,07/03/2023,E01009202,Birmingham 043B
B6 7SR,52.507608,-1.862966,409398,289977,SP093899,Nechells,"Birmingham, unparished area",91,England,07/03/2023,E01009202,Birmingham 043B
B6 7SS,52.5067,-1.865999,409192,289876,SP091898,Nechells,"Birmingham, unparished area",91,England,07/03/2023,E01009202,Birmingham 043B
B6 7ST,52.504578,-1.870224,408906,289639,SP089896,Nechells,"Birmingham, unparished area",95,England,07/03/2023,E01009203,Birmingham 043C
B6 7TG,52.508383,-1.864746,409277,290063,SP092900,Nechells,"Birmingham, unparished area",88,England,07/03/2023,E01008899,Birmingham 037A
B6 7UA,52.506013,-1.870745,408870,289799,SP088897,Nechells,"Birmingham, unparished area",96,England,07/03/2023,E01008899,Birmingham 037A
B6 7UG,52.522496,-1.889802,407574,291630,SP075916,Perry Barr,"Birmingham, unparished area",98,England,07/03/2023,E01009239,Birmingham 033F
B6 7XX,52.495968,-1.894209,407279,288679,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9DA,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9DN,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9DS,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9DZ,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9EH,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9EQ,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9ER,52.495953,-1.894214,407279,288677,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9EU,52.495968,-1.894209,407279,288679,SP072886,Newtown,"Birmingham, unparished area",109,England,07/03/2023,E01008910,Birmingham 050A
B6 9EZ,52.495968,-1.894209,407279,288679,SP072886,Newtown,"Birmingham, unparished area",107,England,07/03/2023,E01008910,Birmingham 050A
B6 9FB,52.495968,-1.894209,407279,288679,SP072886,Newtown,"Birmingham, unparished area",107,England,07/03/2023,E01008910,Birmingham 050A
B6 9FD,52.495968,-1.894209,407279,288679,SP072886,Newtown,"Birmingham, unparished area",107,England,07/03/2023,E01008910,Birmingham 050A
B6 9FE,52.495968,-1.894209,407279,288679,SP072886,Newtown,"Birmingham, unparished area",107,England,07/03/2023,E01008910,Birmingham 050A
B62 0EL,52.446842,-2.015802,399023,283209,SO990832,Bartley Green,"Birmingham, unparished area",188,England,07/03/2023,E01008921,Birmingham 094C
B62 0EP,52.446411,-2.014963,399080,283161,SO990831,Bartley Green,"Birmingham, unparished area",189,England,07/03/2023,E01008921,Birmingham 094C
B62 0EY,52.447337,-2.012403,399254,283264,SO992832,Bartley Green,"Birmingham, unparished area",184,England,07/03/2023,E01008921,Birmingham 094C
B62 0EZ,52.445674,-2.0128,399227,283079,SO992830,Bartley Green,"Birmingham, unparished area",186,England,07/03/2023,E01008921,Birmingham 094C
B62 0HG,52.447238,-2.013566,399175,283253,SO991832,Bartley Green,"Birmingham, unparished area",186,England,07/03/2023,E01008921,Birmingham 094C
B62 0HQ,52.447148,-2.013065,399209,283243,SO992832,Bartley Green,"Birmingham, unparished area",185,England,07/03/2023,E01008921,Birmingham 094C
B62 0QA,52.445269,-2.015036,399075,283034,SO990830,Bartley Green,"Birmingham, unparished area",190,England,07/03/2023,E01008921,Birmingham 094C
B62 0QB,52.445503,-2.015787,399024,283060,SO990830,Bartley Green,"Birmingham, unparished area",190,England,07/03/2023,E01008921,Birmingham 094C
B62 0QD,52.444882,-2.015875,399018,282991,SO990829,Bartley Green,"Birmingham, unparished area",191,England,07/03/2023,E01008921,Birmingham 094C
B66 2EA,52.505925,-1.960835,402755,289782,SP027897,Holyhead,"Birmingham, unparished area",156,England,07/03/2023,E01009349,Birmingham 036D
B66 2EH,52.506241,-1.957172,403004,289817,SP030898,Holyhead,"Birmingham, unparished area",157,England,07/03/2023,E01009349,Birmingham 036D
B66 2EP,52.505115,-1.958906,402886,289692,SP028896,Holyhead,"Birmingham, unparished area",153,England,07/03/2023,E01009349,Birmingham 036D
B66 2NJ,52.492886,-1.944504,403865,288332,SP038883,Soho & Jewellery Quarter,"Birmingham, unparished area",141,England,07/03/2023,E01009345,Birmingham 053D
B66 2NQ,52.493938,-1.944193,403886,288449,SP038884,Soho & Jewellery Quarter,"Birmingham, unparished area",138,England,07/03/2023,E01009345,Birmingham 053D
B7 4AA,52.49269,-1.884177,407961,288315,SP079883,Nechells,"Birmingham, unparished area",107,England,07/03/2023,E01033561,Birmingham 050E
B7 4AD,52.488652,-1.866,409196,287868,SP091878,Nechells,"Birmingham, unparished area",98,England,07/03/2023,E01009204,Birmingham 052E
B7 4AG,52.488426,-1.885391,407879,287841,SP078878,Nechells,"Birmingham, unparished area",117,England,07/03/2023,E01033561,Birmingham 050E
B7 4AH,52.489185,-1.876557,408479,287926,SP084879,Nechells,"Birmingham, unparished area",112,England,07/03/2023,E01009204,Birmingham 052E
B7 4AJ,52.489417,-1.887082,407764,287951,SP077879,Nechells,"Birmingham, unparished area",117,England,07/03/2023,E01033561,Birmingham 050E
B7 4AR,52.491167,-1.880469,408213,288146,SP082881,Nechells,"Birmingham, unparished area",117,England,07/03/2023,E01009203,Birmingham 043C
B7 4AS,52.489402,-1.887087,407764,287949,SP077879,Nechells,"Birmingham, unparished area",117,England,07/03/2023,E01033561,Birmingham 050E
B7 4AT,52.490427,-1.887393,407743,288063,SP077880,Nechells,"Birmingham, unparished area",113,England,07/03/2023,E01033561,Birmingham 050E
B7 4AX,52.486802,-1.885032,407904,287660,SP079876,Nechells,"Birmingham, unparished area",119,England,07/03/2023,E01033561,Birmingham 050E
B7 4AZ,52.487158,-1.884555,407936,287700,SP079876,Nechells,"Birmingham, unparished area",120,England,07/03/2023,E01033561,Birmingham 050E
B7 4BB,52.488656,-1.887221,407755,287866,SP077878,Nechells,"Birmingham, unparished area",117,England,07/03/2023,E01033561,Birmingham 050E
B7 4BF,52.487664,-1.887307,407749,287756,SP077877,Nechells,"Birmingham, unparished area",119,England,07/03/2023,E01033561,Birmingham 050E
B7 4BG,52.487649,-1.887312,407749,287754,SP077877,Nechells,"Birmingham, unparished area",120,England,07/03/2023,E01033561,Birmingham 050E
B7 4BL,52.486052,-1.885206,407892,287577,SP078875,Nechells,"Birmingham, unparished area",122,England,07/03/2023,E01033561,Birmingham 050E
B7 4BN,52.487324,-1.885825,407850,287718,SP078877,Nechells,"Birmingham, unparished area",118,England,07/03/2023,E01033561,Birmingham 050E
B7 4BP,52.489238,-1.888187,407689,287931,SP076879,Nechells,"Birmingham, unparished area",119,England,07/03/2023,E01033561,Birmingham 050E
B7 4BS,52.490077,-1.882191,408096,288025,SP080880,Nechells,"Birmingham, unparished area",115,England,07/03/2023,E01009203,Birmingham 043C
B7 4DA,52.489863,-1.883782,407988,288001,SP079880,Nechells,"Birmingham, unparished area",116,England,07/03/2023,E01033561,Birmingham 050E
B7 4DB,52.489848,-1.883787,407988,287999,SP079879,Nechells,"Birmingham, unparished area",116,England,07/03/2023,E01033561,Birmingham 050E
B7 4DE,52.490559,-1.884065,407969,288078,SP079880,Nechells,"Birmingham, unparished area",113,England,07/03/2023,E01033561,Birmingham 050E
B7 4DN,52.491959,-1.882073,408104,288234,SP081882,Nechells,"Birmingham, unparished area",110,England,07/03/2023,E01009203,Birmingham 043C
B7 4DQ,52.490325,-1.884433,407944,288052,SP079880,Nechells,"Birmingham, unparished area",114,England,07/03/2023,E01033561,Birmingham 050E
B7 4DS,52.490528,-1.883191,408028,288075,SP080880,Nechells,"Birmingham, unparished area",114,England,07/03/2023,E01009203,Birmingham 043C
B7 4DW,52.490573,-1.88406,407969,288080,SP079880,Nechells,"Birmingham, unparished area",111,England,07/03/2023,E01033561,Birmingham 050E
B7 4DX,52.489998,-1.883678,407995,288016,SP079880,Nechells,"Birmingham, unparished area",116,England,07/03/2023,E01033561,Birmingham 050E
B7 4DY,52.490162,-1.882431,408080,288034,SP080880,Nechells,"Birmingham, unparished area",114,England,07/03/2023,E01009203,Birmingham 043C
B7 4ED,52.490499,-1.881674,408131,288072,SP081880,Nechells,"Birmingham, unparished area",113,England,07/03/2023,E01009203,Birmingham 043C
B7 4EE,52.490781,-1.881501,408143,288103,SP081881,Nechells,"Birmingham, unparished area",112,England,07/03/2023,E01009203,Birmingham 043C
B7 4EH,52.485531,-1.884691,407927,287519,SP079875,Nechells,"Birmingham, unparished area",124,England,07/03/2023,E01033561,Birmingham 050E
B7 4EJ,52.486519,-1.884704,407926,287629,SP079876,Nechells,"Birmingham, unparished area",125,England,07/03/2023,E01033561,Birmingham 050E
B7 4EN,52.486245,-1.880051,408242,287599,SP082875,Nechells,"Birmingham, unparished area",120,England,07/03/2023,E01033561,Birmingham 050E
B7 4EP,52.485849,-1.879154,408303,287555,SP083875,Nechells,"Birmingham, unparished area",118,England,07/03/2023,E01033561,Birmingham 050E
B7 4ER,52.485597,-1.879655,408269,287527,SP082875,Nechells,"Birmingham, unparished area",117,England,07/03/2023,E01033561,Birmingham 050E
B7 4ES,52.485214,-1.87941,408286,287484,SP082874,Nechells,"Birmingham, unparished area",116,England,07/03/2023,E01033561,Birmingham 050E
B7 4ET,52.484842,-1.879363,408289,287443,SP082874,Nechells,"Birmingham, unparished area",113,England,07/03/2023,E01009204,Birmingham 052E
B7 4EU,52.484746,-1.878764,408330,287432,SP083874,Nechells,"Birmingham, unparished area",112,England,07/03/2023,E01033561,Birmingham 050E
B7 4EW,52.486227,-1.879815,408258,287597,SP082875,Nechells,"Birmingham, unparished area",120,England,07/03/2023,E01033561,Birmingham 050E
B7 4EX,52.484486,-1.879192,408301,287403,SP083874,Nechells,"Birmingham, unparished area",112,England,07/03/2023,E01009204,Birmingham 052E
B7 4EY,52.484045,-1.878913,408320,287354,SP083873,Nechells,"Birmingham, unparished area",110,England,07/03/2023,E01009204,Birmingham 052E
B7 4EZ,52.484045,-1.878913,408320,287354,SP083873,Nechells,"Birmingham, unparished area",110,England,07/03/2023,E01009204,Birmingham 052E
B7 4HA,52.485218,-1.878301,408361,287485,SP083874,Nechells,"Birmingham, unparished area",115,England,07/03/2023,E01033561,Birmingham 050E
B7 4HB,52.483885,-1.875492,408552,287337,SP085873,Nechells,"Birmingham, unparished area",104,England,07/03/2023,E01009204,Birmingham 052E
B7 4HH,52.483135,-1.877443,408420,287253,SP084872,Nechells,"Birmingham, unparished area",104,England,07/03/2023,E01009204,Birmingham 052E
B7 4HN,52.484536,-1.876084,408512,287409,SP085874,Nechells,"Birmingham, unparished area",106,England,07/03/2023,E01033561,Birmingham 050E
B7 4HP,52.484815,-1.875627,408543,287440,SP085874,Nechells,"Birmingham, unparished area",106,England,07/03/2023,E01009204,Birmingham 052E
B7 4HR,52.486639,-1.875092,408579,287643,SP085876,Nechells,"Birmingham, unparished area",111,England,07/03/2023,E01009204,Birmingham 052E
B7 4HS,52.487348,-1.874088,408647,287722,SP086877,Nechells,"Birmingham, unparished area",110,England,07/03/2023,E01009204,Birmingham 052E
B7 4HT,52.486466,-1.875883,408525,287624,SP085876,Nechells,"Birmingham, unparished area",113,England,07/03/2023,E01009204,Birmingham 052E
B7 4HU,52.486236,-1.876168,408506,287598,SP085875,Nechells,"Birmingham, unparished area",113,England,07/03/2023,E01009204,Birmingham 052E
B7 4HW,52.485076,-1.876554,408480,287469,SP084874,Nechells,"Birmingham, unparished area",108,England,07/03/2023,E01033561,Birmingham 050E
B7 4HX,52.484483,-1.879732,408264,287403,SP082874,Nechells,"Birmingham, unparished area",112,England,07/03/2023,E01009204,Birmingham 052E
B7 4HY,52.484208,-1.880046,408243,287372,SP082873,Nechells,"Birmingham, unparished area",111,England,07/03/2023,E01033561,Birmingham 050E
B7 4HZ,52.486687,-1.880977,408179,287648,SP081876,Nechells,"Birmingham, unparished area",119,England,07/03/2023,E01033561,Birmingham 050E
B7 4JA,52.485688,-1.880214,408231,287537,SP082875,Nechells,"Birmingham, unparished area",118,England,07/03/2023,E01033561,Birmingham 050E
B7 4JD,52.485306,-1.881163,408167,287494,SP081874,Nechells,"Birmingham, unparished area",117,England,07/03/2023,E01033561,Birmingham 050E
B7 4JE,52.483744,-1.878202,408368,287321,SP083873,Nechells,"Birmingham, unparished area",107,England,07/03/2023,E01009204,Birmingham 052E
B7 4JH,52.489715,-1.876099,408510,287985,SP085879,Nechells,"Birmingham, unparished area",112,England,07/03/2023,E01009204,Birmingham 052E
B7 4JJ,52.489282,-1.874584,408613,287937,SP086879,Nechells,"Birmingham, unparished area",110,England,07/03/2023,E01009203,Birmingham 043C
B7 4JL,52.489399,-1.875393,408558,287950,SP085879,Nechells,"Birmingham, unparished area",110,England,07/03/2023,E01009204,Birmingham 052E
B7 4JN,52.489978,-1.87816,408370,288014,SP083880,Nechells,"Birmingham, unparished area",113,England,07/03/2023,E01009204,Birmingham 052E
B7 4JP,52.488439,-1.87709,408443,287843,SP084878,Nechells,"Birmingham, unparished area",113,England,07/03/2023,E01009204,Birmingham 052E
B7 4JR,52.489501,-1.878368,408356,287961,SP083879,Nechells,"Birmingham, unparished area",115,England,07/03/2023,E01009204,Birmingham 052E
